X,Y,OBJECTID,MAR_WARD,ADDRESS,PROJECT_NAME,STATUS_PUBLIC,AGENCY_CALCULATED,TOTAL_AFFORDABLE_UNITS,LATITUDE,LONGITUDE,AFFORDABLE_UNITS_AT_0_30_AMI,AFFORDABLE_UNITS_AT_31_50_AMI,AFFORDABLE_UNITS_AT_51_60_AMI,AFFORDABLE_UNITS_AT_61_80_AMI,AFFORDABLE_UNITS_AT_81_AMI,CASE_ID,MAR_ID,XCOORD,YCOORD,FULLADDRESS,GIS_LAST_MOD_DTTM
-8569449.04279476,4708038.32045243,119968,Ward 5,"1122 Bladensburg Road Northeast, Washington, District of Columbia 20002",1122-1124 Bladensburg Rd NE,Completed 2015 to Date,DHCD,4,38.90477812,-76.98063687,0,1,3,0,0,,73518,401676.8,137432.93,1122 BLADENSBURG ROAD NE,2024/09/23 09:00:26+00
-8570638.46393051,4704845.13948488,120961,Ward 6,"1101 Pennsylvania Avenue Southeast, Washington, District of Columbia 20003",Penn 11,Completed 2015 to Date,DHCD,3,38.882384,-76.991329,0,2,0,1,0,,74406,400750.26,134954.45,1101 PENNSYLVANIA AVENUE SE,2024/09/23 09:00:26+00
-8568990.56471023,4703461.05370558,120962,Ward 8,"1928 Naylor Road Southeast, Washington, District of Columbia 20020",MEDES,Completed 2015 to Date,DHCD,3,38.87275917,-76.97663885,0,0,3,0,0,,53759,402034.95,133880.2,1928 NAYLOR ROAD SE,2024/09/23 09:00:26+00
-8570111.98222666,4704872.10298036,120963,Ward 6,"1339 E Street Southeast, Washington, District of Columbia 20003",Lockwood Apartments,Completed 2015 to Date,DHCD OP,13,38.882642,-76.986649,0,8,0,5,0,15-33,289426,401160.61,134975.43,1339 E STREET SE,2024/09/23 09:00:26+00
-8573605.12946023,4709245.48717863,120964,Ward 6,"1720 New Jersey Avenue Northwest, Washington, District of Columbia 20001",The Hoxton,Completed 2015 to Date,DHCD,1,38.913194,-77.01796,0,1,0,0,0,,218457,398438.64,138369.63,1720 NEW JERSEY AVENUE NW,2024/09/23 09:00:26+00
-8571228.97256255,4697193.61964706,120965,Ward 8,"4201 7th Street Southeast, Washington, District of Columbia 20032",Belmont Crossing,Completed 2015 to Date,DHCD,275,38.82890029,-76.99665762,0,0,275,0,0,,149585,400290.22,129012.68,4201 7TH STREET SE,2024/09/23 09:00:26+00
-8571323.65467603,4711235.06640655,120966,Ward 5,"617 Hamlin Street Northeast, Washington, District of Columbia 20017",Brookland Place Apartments,Completed 2015 to Date,DHCD,80,38.92709548,-76.99750816,15,0,65,0,0,,4114,400216.07,139913.09,617 HAMLIN STREET NE,2024/09/23 09:00:26+00
-8573246.41333608,4707560.16191098,120967,Ward 6,"881 3rd St NW, Washington, District of Columbia 20001",Liberty Place Apartments,Completed 2015 to Date,DMPED DHCD,71,38.90140877,-77.01478059,14,53,4,0,0,,331865,398717.9,137061.79,881 3RD STREET NW,2024/09/23 09:00:26+00
-8575218.52339757,4715609.67465231,120968,Ward 4,"5610 Colorado Avenue Northwest, Washington, District of Columbia 20011",5610 Colorado,Pipeline,DHCD,34,38.95766043,-77.03249635,2,32,0,0,0,,257901,397183.42,143306.57,5610 COLORADO AVENUE NW,2024/09/23 09:00:26+00
-8564334.38898095,4704960.33524592,120969,Ward 7,"4701 Benning Road Southeast, Washington, District of Columbia 20019",BEN-E Cooperative,Completed 2015 to Date,DHCD,29,38.88323155,-76.93472254,3,25,1,0,0,,18411,405663.75,135045.86,4701 BENNING ROAD SE,2024/09/23 09:00:26+00
-8573395.65755601,4714446.84149196,120970,Ward 4,"301 Delafield Place Northwest, Washington, District of Columbia 20011",301 Delafield Place,Completed 2015 to Date,DHCD,23,38.94953678,-77.01612127,7,9,0,7,0,,243897,398602.55,142404.43,301 DELAFIELD PLACE NW,2024/09/23 09:00:26+00
-8568221.4551961,4703323.8286504,120971,Ward 7,"2530 Park Place Southeast, Washington, District of Columbia 20020",2530-2532 Park Place SE,Completed 2015 to Date,DHCD,21,38.87178699,-76.96964064,0,21,0,0,0,,46174,402634.53,133773.84,2530 PARK PLACE SE,2024/09/23 09:00:26+00
-8573857.22595961,4715315.71322007,120972,Ward 4,"505 Jefferson Street Northwest, Washington, District of Columbia 20011",505 Jefferson St NW,Completed 2015 to Date,DHCD,14,38.95560697,-77.02026761,7,5,0,2,0,,246749,398243.28,143078.31,505 JEFFERSON STREET NW,2024/09/23 09:00:26+00
-8573834.28665071,4715309.05134622,120973,Ward 4,"5400 5th Street Northwest, Washington, District of Columbia 20011",5400 5th St Acquisition,Completed 2015 to Date,DHCD,20,38.95556043,-77.02006154,5,8,4,3,0,,285180,398261.14,143073.14,5400 5TH STREET NW,2024/09/23 09:00:26+00
-8564193.69267656,4707949.5134263,120974,Ward 7,"1035 48th Street Northeast, Washington, District of Columbia 20019",1035 48th St NE,Completed 2015 to Date,DHCD,12,38.90413098,-76.93345864,0,12,0,0,0,,74984,405771.72,137365.94,1035 48TH STREET NE,2024/09/23 09:00:26+00
-8573095.65610406,4707448.82712439,120975,Ward 6,"810 New Jersey Avenue Northwest, Washington, District of Columbia 20001",Capitol Vista,Completed 2015 to Date,DMPED DHCD OP,104,38.90063043,-77.01342631,21,83,0,0,0,17-06,318276,398835.36,136975.37,810 NEW JERSEY AVENUE NW,2024/09/23 09:00:26+00
-8569325.60325149,4711330.16501445,120976,Ward 5,"1736 Rhode Island Avenue Northeast, Washington, District of Columbia 20018",1736 Rhode Island Ave NE,Completed 2015 to Date,DHCD,61,38.92773479,-76.97964056,13,48,0,0,0,,56748,401772.41,139987.06,1736 RHODE ISLAND AVENUE NE,2024/09/23 09:00:26+00
-8574349.12977914,4715453.76761648,120977,Ward 4,"809 Kennedy Street Northwest, Washington, District of Columbia 20011",Todd A. Lee Senior Residences at Kennedy Street,Completed 2015 to Date,DCHFA DHCD,38,38.95657102,-77.02468645,3,35,0,0,0,,254492,397860.3,143185.46,809 KENNEDY STREET NW,2024/09/23 09:00:26+00
-8574580.54567611,4715602.95753418,120978,Ward 4,"931 Longfellow Street Northwest, Washington, District of Columbia 20011",Brightwood Gardens,Completed 2015 to Date,DHCD,51,38.95761351,-77.0267653,6,33,0,12,0,,254436,397680.15,143301.2,931 LONGFELLOW STREET NW,2024/09/23 09:00:26+00
-8564118.30807446,4705672.37350325,120979,Ward 7,"101 49th Street Southeast, Washington, District of Columbia 20019",Crawford Landing Townhomes,Completed 2015 to Date,DHCD,28,38.88812445,-76.93260276,0,10,2,16,0,,155788,405831.76,135598.68,101 49TH STREET SE,2024/09/23 09:00:26+00
-8574770.61360785,4712534.36594886,120980,Ward 4,"1125 Spring Road Northwest, Washington, District of Columbia 20010",The Appleton Spring Flats Senior 9% - fka Hebrew Home,Completed 2015 to Date,DMPED DHCD,45,38.93630084,-77.02868418,14,17,14,0,0,,283920,397531.42,140921.37,1125 SPRING ROAD NW,2024/09/23 09:00:26+00
-8570064.75611851,4709298.06162182,120981,Ward 5,"1900 Gallaudet Street Northeast, Washington, District of Columbia 20002",Crummell School,Pipeline,DMPED,103,38.91355761,-76.98619928,26,77,0,0,0,,54496,401196.9,138410.36,1900 GALLAUDET STREET NE,2024/09/23 09:00:26+00
-8573528.45938944,4704268.42886546,120982,Ward 6,"1000 4th Street Southwest, Washington, District of Columbia 20024",Waterfront Station II - The Westerly,Completed 2015 to Date,DMPED DHCD,136,38.87838266,-77.01708548,68,68,0,0,0,,307103,398497.64,134506.87,1000 4TH STREET SW,2024/09/23 09:00:26+00
-8571874.73942722,4703612.61914252,120983,Ward 6,"220 Water Street Southeast, Washington, District of Columbia 20003",The Yards Parcel L2 - The Estate,Completed 2015 to Date,DCHFA DHCD OP,53,38.87374198,-77.00246186,0,0,53,0,0,16-16,318654,399786.65,133997.61,220 WATER STREET SE,2024/09/23 09:00:26+00
-8574863.31678598,4715669.83865866,120984,Ward 4,"1214 Madison Street Northwest, Washington, District of Columbia 20011",M2R_MA,Completed 2015 to Date,DHCD,1,38.9581452,-77.02930077,0,0,0,1,0,,253105,397460,143353.13,1214 MADISON STREET NW,2024/09/23 09:00:26+00
-8568698.91908927,4707101.02792207,120985,Ward 7,"633 21st Street Northeast, Washington, District of Columbia 20002",The Jacob,Completed 2015 to Date,DHCD,2,38.89819568,-76.97397,0,1,1,0,0,,317222,402261.49,136705.69,633 21ST STREET NE,2024/09/23 09:00:26+00
-8574262.56567103,4713385.72878722,120986,Ward 4,"811 Upshur Street Northwest, Washington, District of Columbia 20011",811 Upshur St NW,Completed 2015 to Date,DHCD,1,38.942124,-77.023909,0,0,0,1,0,,252473,397927.28,141581.61,811 UPSHUR STREET NW,2024/09/23 09:00:26+00
-8574173.49852982,4711129.66139855,120987,Ward 1,"2812 Georgia Avenue Northwest, Washington, District of Columbia 20001",2812 Georgia Ave NW,Completed 2015 to Date,DHCD,1,38.92633427,-77.02310884,0,1,0,0,0,,232548,397996.2,139831.57,2812 GEORGIA AVENUE NW,2024/09/23 09:00:26+00
-8569949.16855055,4707415.01677371,120988,Ward 6,"1402 H Street Northeast, Washington, District of Columbia 20002",Constellation on H,Completed 2015 to Date,DHCD,2,38.900439,-76.985176,0,1,0,1,0,,149983,401287.19,136949.15,1402 H STREET NE,2024/09/23 09:00:26+00
-8569098.51959982,4711551.34036202,120989,Ward 5,"1904 Irving Street Northeast, Washington, District of Columbia 20018",Amida,Completed 2015 to Date,DHCD,2,38.92930536,-76.97751943,0,1,0,1,0,,54388,401949.25,140158.68,1904 IRVING STREET NE,2024/09/23 09:00:26+00
-8580505.89261422,4714524.0599319,120990,Ward 3,"4611 41st Street Northwest, Washington, District of Columbia 20016",Tenleytown Apartments/Dancing Crab redevelopment,Under Construction,DHCD OP,3,38.95007658,-77.07999358,0,1,2,0,0,18-03,284944,393065.92,142467.23,4611 41ST STREET NW,2024/09/23 09:00:26+00
-8573776.27028285,4704454.64886879,120991,Ward 6,"501 I Street Southwest, Washington, District of Columbia 20024",501 I St SW (The Bard),Pipeline,OP,6,38.87969534,-77.01954037,0,0,0,6,0,17-21,15251,398304.51,134651.47,501 I STREET SW,2024/09/23 09:00:26+00
-8571295.7130296,4708862.81519605,120992,Ward 5,"440 Penn Street Northeast, Washington, District of Columbia 20002",The Mo (440 Penn Street NE),Completed 2015 to Date,DHCD OP,37,38.91051495,-76.99725715,0,12,25,0,0,17-14,327759,400237.89,138072.55,440 PENN STREET NE,2024/09/23 09:00:26+00
-8563387.549754,4707083.33217075,120993,Ward 7,"5129 Nannie Helen Burroughs Avenue Northeast, Washington, District of Columbia 20019",The Strand Residences - 5127 Nannie Helen Burroughs Ave NE,Completed 2015 to Date,DMPED DCHFA DHCD OP,86,38.8980752,-76.92621694,28,0,58,0,0,17-10,311665,406400.4,136694.22,5129 NANNIE HELEN BURROUGHS AVENUE NE,2024/09/23 09:00:26+00
-8571799.29926799,4709076.9312733,120994,Ward 5,"1501 Harry Thomas Way Northeast, Washington, District of Columbia 20002","Eckington Park - ONE501 - 1501 Harry Thomas Way,",Completed 2015 to Date,DHCD OP,23,38.91195414,-77.00158055,0,0,23,0,0,17-09,315791,399845.54,138238.69,1501 HARRY THOMAS WAY NE,2024/09/23 09:00:26+00
-8563765.18066267,4706898.88563338,120995,Ward 7,"599 50th St NE, Washington, District of Columbia 20019",Providence Place - NCI,Completed 2015 to Date,DMPED DCHFA DHCD OP,93,38.89678568,-76.92960925,35,11,47,0,0,17-08,332112,406106.24,136550.84,599 50TH STREET NE,2024/09/23 09:00:26+00
-8571061.61619265,4702039.83873939,120996,Ward 8,"1018 Howard Road Southeast, Washington, District of Columbia 20020",Ana Townhomes - Howard Road Property - former WMATA,Under Construction,DMPED DHCD,6,38.86280605,-76.99515423,0,3,0,3,14,,336754,400420.56,132776.5,1018 HOWARD ROAD SE,2024/09/23 09:00:26+00
-8580599.43626246,4714569.36591556,120997,Ward 3,"4620 Wisconsin Avenue Northwest, Washington, District of Columbia 20016",4620 Wisconsin Avenue NW,Under Construction,DHCD OP,13,38.95048471,-77.08087264,0,0,13,0,0,16-26,264432,392993.11,142502.43,4620 WISCONSIN AVENUE NW,2024/09/23 09:00:26+00
-8570299.23944443,4710481.15960506,120998,Ward 5,"1301 Saratoga Avenue Northeast, Washington, District of Columbia 20018",Brookland Manor Phase 1,Pipeline,OP,265,38.92182667,-76.98830568,265,0,0,0,0,14-18A,149898,401014.1,139328.27,1301 SARATOGA AVENUE NE,2024/09/23 09:00:26+00
-8566678.49732081,4706726.6090346,120999,Ward 7,"3450 Eads Street Northeast, Washington, District of Columbia 20019",3450 Eads St NE/3443 Benning Road,Under Construction,DCHFA DHCD OP,49,38.89564429,-76.95605929,5,20,18,6,0,16-20,335759,403836.05,136415.71,3450 EADS STREET NE,2024/09/23 09:00:26+00
-8570407.7464128,4713596.37396495,121000,Ward 5,"1200 Varnum Street Northeast, Washington, District of Columbia 20017",1200 Varnum Street NE - Josephites / EYA rowhouse,Completed 2015 to Date,DHCD OP,10,38.94357291,-76.98938066,0,6,0,4,0,16-17,289610,400929.29,141744.77,1200 VARNUM STREET NE,2024/09/23 09:00:26+00
-8571887.64561529,4708657.72772815,121001,Ward 5,"200 Florida Avenue Northeast, Washington, District of Columbia 20002",Washington Gateway Phase II - The Burton,Completed 2015 to Date,DHCD OP,30,38.90908137,-77.00257457,0,0,7,23,0,06-14D,294857,399776.7,137913.41,200 FLORIDA AVENUE NE,2024/09/23 09:00:26+00
-8572415.99972644,4703176.62207871,121002,Ward 6,"71 Potomac Avenue Southeast, Washington, District of Columbia 20003",The Maren - Florida Rock PUD - stage 2 residential building,Completed 2015 to Date,DHCD OP,23,38.87075711,-77.00732086,0,0,6,17,0,04-14D,316290,399364.7,133659.14,71 POTOMAC AVENUE SE,2024/09/23 09:00:26+00
-8571889.05046231,4707957.02621079,121003,Ward 6,"1109 Congress Street Northeast, Washington, District of Columbia 20002",1109 Congress Street NE,Pipeline,DHCD OP,69,38.90418317,-77.00258719,69,0,0,0,0,16-13,285844,399775.59,137369.67,1109 CONGRESS STREET NE,2024/09/23 09:00:26+00
-8571865.23738138,4708211.63677874,121004,Ward 6,"1220 3rd Street NE, Washington, District of Columbia 20002",Central Armature Works (Rigby and Market House),Completed 2015 to Date,DHCD OP,51,38.90596304,-77.00237328,0,28,0,23,0,16-09,318385,399794.15,137567.25,1220 3RD STREET NE,2024/09/23 09:00:26+00
-8571408.59266427,4708413.379823,121005,Ward 5,"550 Morse Street Northeast, Washington, District of Columbia 20002",Morse Apartments,Completed 2015 to Date,DHCD OP,28,38.90729692,-76.99805776,0,14,0,14,0,16-05,319661,400149.95,137723.8,550 MORSE STREET NE,2024/09/23 09:00:26+00
-8569250.43269362,4707332.14064505,121006,Ward 5,"1701 H Street Northeast, Washington, District of Columbia 20002",1701 H St NE (Benning Rd),Completed 2015 to Date,DHCD OP,17,38.89981467,-76.97888409,0,11,0,6,0,15-31,331261,401831.68,136884.94,1701 H STREET NE,2024/09/23 09:00:26+00
-8571793.43288082,4708363.04395639,121007,Ward 6,"301 N Street NE, Washington, District of Columbia 20002",301 - 331 N Street NE,Completed 2015 to Date,DHCD OP,31,38.90705466,-77.00156269,0,12,0,19,0,15-28,287372,399850.1,137684.74,301 N STREET NE,2024/09/23 09:00:26+00
-8571699.87290582,4708645.47564989,121008,Ward 5,"300 Morse Street Northeast, Washington, District of Columbia 20002",The Gantry  (Building A1) - Union Market Terminal Stage 1 Consolidated PUD,Completed 2015 to Date,DHCD OP,52,38.90899572,-77.00088778,0,26,0,26,0,15-27,146324,399923,137903.9,300 MORSE STREET NE,2024/09/23 09:00:26+00
-8571257.65836467,4708445.96668883,121009,Ward 5,"1251 6th Street Northeast, Washington, District of Columbia 20002",6th Street and Florida Ave NE - JBG Smith/Gallaudet PUD (Parcels 2 and 3),Pipeline,OP,96,38.9076011,-76.9969153,0,67,0,29,0,15-24,151455,400267.55,137749.09,1251 6TH STREET NE,2024/09/23 09:00:26+00
-8571897.09026858,4709039.760922,121010,Ward 5,"1500 Harry Thomas Way Northeast, Washington, District of Columbia 20002","Eckington Yards (Judd & Weiler, City Homes, 1625 Eckington)",Completed 2015 to Date,DHCD OP,59,38.9117518,-77.00265942,0,29,0,30,0,15-15,301737,399769.35,138209.85,1500 HARRY THOMAS WAY NE,2024/09/23 09:00:26+00
-8569929.36238155,4704465.69435081,121011,Ward 6,"1401 Pennsylvania Avenue Southeast, Washington, District of Columbia 20003",1401 Pennsylvania Ave SE,Completed 2015 to Date,DHCD OP,13,38.87977225,-76.98498302,0,4,0,9,0,15-12,65127,401303,134659.97,1401 PENNSYLVANIA AVENUE SE,2024/09/23 09:00:26+00
-8571780.10769961,4708187.92736522,121012,Ward 6,"300 M Street Northeast, Washington, District of Columbia 20002",300 M Street NE,Completed 2015 to Date,DHCD OP,37,38.90579764,-77.00160854,0,9,0,28,0,14-19,287344,399860.48,137548.85,300 M STREET NE,2024/09/23 09:00:26+00
-8571339.47420175,4708605.5098742,121013,Ward 5,"1309 5th Street NE, Washington, District of Columbia 20002",Union Market PUD South Building,Pipeline,OP,19,38.90871669,-76.99765027,0,0,5,14,0,14-12B,301991,400203.8,137872.89,1309 5TH STREET NE,2024/09/23 09:00:26+00
-8570171.35755133,4703969.91942602,121014,Ward 6,"1333 M Street Southeast, Washington, District of Columbia 20003",1333 M Street SE,Pipeline,OP,108,38.87630551,-76.9871569,0,0,108,0,0,20-06,297584,401114.43,134275.07,1333 M STREET SE,2024/09/23 09:00:26+00
-8574233.88469362,4711714.23473032,121015,1,"3212 Georgia Avenue Northwest, Washington, District of Columbia 20010","3210 Georgia Avenue, NW",Pipeline,OP,9,38.93044402,-77.02365119,0,0,3,6,0,13-10,218157,397949.28,140285.07,3212 GEORGIA AVENUE NW,2024/09/23 09:00:26+00
-8570262.21805449,4699422.48367192,121016,Ward 8,"1309 Alabama Avenue Southeast, Washington, District of Columbia 20032",Congress Heights Metro Residential,Pipeline,DCHFA DHCD OP Amazon Housing Equity Fund,179,38.84449599,-76.98797312,10,150,0,19,0,13-08,68416,401044.07,130744.01,1309 ALABAMA AVENUE SE,2024/09/23 09:00:26+00
-8574959.77780769,4709758.91623687,121017,Ward 1,"1310 U Street Northwest, Washington, District of Columbia 20009",13th & U Street,Completed 2015 to Date,OP,12,38.91677879,-77.030172,0,0,0,12,0,12-20,240430,397383.38,138768.28,1310 U STREET NW,2024/09/23 09:00:26+00
-8572138.05415722,4704073.12114019,121018,Ward 6,"1111 New Jersey Avenue Southeast, Washington, District of Columbia 20003",1111 New Jersey SE (modified),Completed 2015 to Date,OP,60,38.8770269,-77.00482403,0,0,0,60,0,12-09,307933,399581.41,134355.12,1111 NEW JERSEY AVENUE SE,2024/09/23 09:00:26+00
-8572361.218182,4703261.03113684,121019,Ward 6,"79 Potomac Avenue Southeast, Washington, District of Columbia 20003",Dock 79 - Florida Rock revised PUD (phase 1),Completed 2015 to Date,OP,25,38.87134746,-77.00682875,0,0,0,25,0,04-14B,313299,399407.41,133724.67,79 POTOMAC AVENUE SE,2024/09/23 09:00:26+00
-8577464.86954748,4708287.60898881,121020,Ward 2,"1255 25th Street Northwest, Washington, District of Columbia 20037",CESC PUD 1229 - 1231 25th St. NW (BNA),Completed 2015 to Date,OP,8,38.90649446,-77.05267561,0,0,0,8,0,06-35,307810,395431.13,137627.52,1255 25TH STREET NW,2024/09/23 09:00:26+00
-8572560.49941411,4704337.13617549,121021,Ward 6,"950 South Capitol Street Southeast, Washington, District of Columbia 20003",950 South Cap Street SE,Completed 2015 to Date,OP,24,38.87887356,-77.00861892,0,0,0,24,0,17-25,82885,399252.14,134560.1,950 SOUTH CAPITOL STREET SE,2024/09/23 09:00:26+00
-8572989.76408359,4702229.63242094,121022,Ward 6,"2121 1st Street Southwest, Washington, District of Columbia 20024",RiverPoint,Completed 2015 to Date,DHCD OP,7,38.8641336,-77.01247507,0,4,3,0,0,17-05,319997,398917.32,132923.93,2121 1ST STREET SW,2024/09/23 09:00:26+00
-8582180.85453256,4713903.62063599,121023,Ward 3,"4330 48th Street Northwest, Washington, District of Columbia 20016",Spring Valley Shopping Center (The Ladybird),Pipeline,OP,30,38.94574197,-77.09504001,0,0,30,0,0,19-10,269574,391761.15,141987.3,4330 48TH STREET NW,2024/09/23 09:00:26+00
-8572838.04420117,4708422.81647755,121024,Ward 5,"57 N Street Northwest, Washington, District of Columbia 20001",Chapman Stables,Completed 2015 to Date,DHCD,11,38.90743961,-77.01111215,0,6,0,5,0,,237047,399036.19,137731.18,57 N STREET NW,2024/09/23 09:00:26+00
-8576984.57293677,4708314.57712104,121025,Ward 2,"1255 22nd Street Northwest, Washington, District of Columbia 20037",Legacy West End,Completed 2015 to Date,DHCD,15,38.90668298,-77.04836104,0,0,0,15,0,,242473,395805.37,137648.24,1255 22ND STREET NW,2024/09/23 09:00:26+00
-8570121.78521446,4704246.45110372,121026,Ward 6,"1345 K Street Southeast, Washington, District of Columbia 20003",Stone Hill Condominiums,Completed 2015 to Date,DHCD,2,38.87823905,-76.98671159,0,1,0,1,0,,66556,401153.04,134489.75,1345 K STREET SE,2024/09/23 09:00:26+00
-8575225.78268541,4715942.63544956,121027,Ward 4,"1350 Nicholson Street Northwest, Washington, District of Columbia 20011",1350 Nicholson Street NW,Completed 2015 to Date,DHCD,1,38.95998592,-77.03256156,0,0,0,1,0,,257785,397177.86,143564.76,1350 NICHOLSON STREET NW,2024/09/23 09:00:26+00
-8572642.49790447,4708796.55092254,121028,Ward 5,"1510 North Capitol Street Northwest, Washington, District of Columbia 20002",1510 North Capital Condos,Completed 2015 to Date,DHCD,2,38.91005176,-77.00935552,0,0,0,2,0,,236797,399188.58,138021.17,1510 NORTH CAPITOL STREET NW,2024/09/23 09:00:26+00
-8574602.22813683,4715437.25376854,121029,Ward 4,"929 Kennedy Street Northwest, Washington, District of Columbia 20011",929 Kennedy St. NW,Under Construction,DHCD,2,38.95644231,-77.02692742,0,1,1,0,0,,285469,397663.23,143172.71,929 KENNEDY STREET NW,2024/09/23 09:00:26+00
-8570231.51797034,4704882.47730956,121030,Ward 6,"1309 E Street Southeast, Washington, District of Columbia 20003",Watkins Alley,Completed 2015 to Date,DHCD OP,5,38.88254814,-76.98765909,0,4,0,1,0,15-13,317011,401067.44,134983.47,1309 E STREET SE,2024/09/23 09:00:26+00
-8569389.59714659,4711349.3731515,121031,Ward 5,"1715 Hamlin Street Northeast, Washington, District of Columbia 20018",Hamlin Street Apartments,Completed 2015 to Date,DHCD,2,38.92789396,-76.98013423,0,1,0,1,0,,57406,401722.56,140001.95,1715 HAMLIN STREET NE,2024/09/23 09:00:26+00
-8574512.18026751,4713894.70372052,121032,Ward 4,"4523 Georgia Avenue Northwest, Washington, District of Columbia 20011",4523 Georgia Ave NW,Completed 2015 to Date,DHCD,1,38.94567934,-77.02615116,0,0,1,0,0,,313235,397733,141976.42,4523 GEORGIA AVENUE NW,2024/09/23 09:00:26+00
-8572797.60335069,4715322.19990811,121033,Ward 4,"37 Missouri Avenue Northwest, Washington, District of Columbia 20011",Missouri Flats,Completed 2015 to Date,DHCD,1,38.95565194,-77.01074886,0,1,0,0,0,,245900,399068.33,143083.2,37 MISSOURI AVENUE NW,2024/09/23 09:00:26+00
-8574137.21958084,4712114.41579043,121034,Ward 1,"625 Park Road Northwest, Washington, District of Columbia 20010",625 Park Rd NW,Completed 2015 to Date,DHCD,4,38.93324046,-77.02278283,0,2,0,2,0,,228789,398024.65,140595.48,625 PARK ROAD NW,2024/09/23 09:00:26+00
-8569730.86683112,4711106.53600329,121035,Ward 5,"1522 Rhode Island Avenue Northeast, Washington, District of Columbia 20018",1522 Rhode Island Ave NE,Under Construction,DHCD,3,38.92617545,-76.98320441,0,1,2,0,0,,286295,401456.77,139813.51,1522 RHODE ISLAND AVENUE NE,2024/09/23 09:00:26+00
-8570561.00368626,4711703.90176609,121036,Ward 5,"1201 Kearny Street Northeast, Washington, District of Columbia 20017",Mews at Kearny,Completed 2015 to Date,DHCD,1,38.93037148,-76.99065715,0,1,0,0,0,,72100,400810.09,140276.83,1201 KEARNY STREET NE,2024/09/23 09:00:26+00
-8574665.15598702,4714567.75762111,121037,Ward 4,"4910 Georgia Avenue Northwest, Washington, District of Columbia 20011",4910 Georgia Ave NW,Under Construction,DHCD,3,38.95041699,-77.02750161,0,0,3,0,0,,252882,397614.03,142498.44,4910 GEORGIA AVENUE NW,2024/09/23 09:00:26+00
-8574587.49963243,4716850.71690166,121038,Ward 4,"917 Sheridan Street Northwest, Washington, District of Columbia 20011",917 Sheridan,Completed 2015 to Date,DHCD,2,38.96630879,-77.02688672,0,0,2,0,0,,254162,397675.02,144268.71,917 SHERIDAN STREET NW,2024/09/23 09:00:26+00
-8574144.31484239,4715237.31826956,121039,Ward 4,"710 Jefferson Street Northwest, Washington, District of Columbia 20011",710 Jefferson St NW,Completed 2015 to Date,DHCD,14,38.95505933,-77.02284657,5,7,0,2,0,,250236,398019.73,143017.57,710 JEFFERSON STREET NW,2024/09/23 09:00:26+00
-8564052.23727565,4705209.36972986,121040,Ward 7,"4922 Call Place Southeast, Washington, District of Columbia 20019",Amber Overlook,Completed 2015 to Date,DHCD,32,38.88497296,-76.93218793,0,6,0,26,0,,145732,405883.52,135239.33,4922 CALL PLACE SE,2024/09/23 09:00:26+00
-8570409.10632984,4704813.01228006,121041,Ward 6,"1220 Pennsylvania Avenue Southeast, Washington, District of Columbia 20003",Rushmore,Completed 2015 to Date,DHCD,11,38.88220815,-76.98941157,0,1,10,0,0,,314729,400929.03,134929.53,1220 PENNSYLVANIA AVENUE SE,2024/09/23 09:00:26+00
-8574125.78983171,4709820.13445256,121042,Ward 1,"2009 8th Street Northwest, Washington, District of Columbia 20001",2009 8th St NW,Completed 2015 to Date,DHCD,10,38.91720634,-77.02268016,0,1,9,0,0,,242769,398033.11,138815.59,2009 8TH STREET NW,2024/09/23 09:00:26+00
-8573908.18116021,4709269.6776302,121043,Ward 6,"660 Glick Court Northwest, Washington, District of Columbia 20001",Glick Court,Completed 2015 to Date,DHCD,1,38.91335888,-77.02072535,0,0,1,0,0,,316497,398202.54,138388.45,660 GLICK COURT NW,2024/09/23 09:00:26+00
-8569498.8844282,4707816.09508835,121044,Ward 5,"1021 Bladensburg Road Northeast, Washington, District of Columbia 20002",Mercer Lofts,Pipeline,DHCD,3,38.90319796,-76.98111597,0,1,2,0,0,,314014,401638,137260.47,1021 BLADENSBURG ROAD NE,2024/09/23 09:00:26+00
-8572552.6467666,4703912.89881091,121045,Ward 6,"1211 Van Street Southeast, Washington, District of Columbia 20003",Avidian,Completed 2015 to Date,DHCD,15,38.87590641,-77.00854838,0,0,0,15,0,,318704,399258.23,134230.76,1211 VAN STREET SE,2024/09/23 09:00:26+00
-8574345.33439818,4713471.88428161,121046,Ward 4,"836 Varnum Street Northwest, Washington, District of Columbia 20011",836 Varnum St NW,Completed 2015 to Date,DHCD,2,38.94272522,-77.02465236,0,0,0,2,0,,252478,397862.84,141648.45,836 VARNUM STREET NW,2024/09/23 09:00:26+00
-8574354.5667703,4713471.22422184,121047,Ward 4,"838 Varnum Street Northwest, Washington, District of Columbia 20011",838 Varnum St NW,Completed 2015 to Date,DHCD,1,38.9427206,-77.02473529,0,0,0,1,0,,252477,397855.65,141647.94,838 VARNUM STREET NW,2024/09/23 09:00:26+00
-8563686.26167817,4704779.80475984,121048,Ward 7,"412 51st Street Southeast, Washington, District of Columbia 20019",Cynthia Towns,Completed 2015 to Date,DCHFA DHCD,1,38.88197583,-76.92890146,0,0,0,1,0,,318787,406169.02,134906.1,412 51ST STREET SE,2024/09/23 09:00:26+00
