geoid,name,B25003001,"B25003001, Error",B25003002,"B25003002, Error",B25003003,"B25003003, Error"
14000US24033801213,"Census Tract 8012.13, Prince George's, MD",1449,301,1361,293,88,72
14000US24033801214,"Census Tract 8012.14, Prince George's, MD",1567,122,1225,140,342,113
14000US24033801215,"Census Tract 8012.15, Prince George's, MD",985,164,900,173,85,50
14000US24033801216,"Census Tract 8012.16, Prince George's, MD",1252,133,1031,177,221,123
14000US24033801217,"Census Tract 8012.17, Prince George's, MD",1130,128,1007,110,123,89
14000US24033801302,"Census Tract 8013.02, Prince George's, MD",969,139,925,143,44,35
14000US24033801305,"Census Tract 8013.05, Prince George's, MD",2072,163,1845,206,227,107
14000US24033801307,"Census Tract 8013.07, Prince George's, MD",1321,84,1139,91,182,79
14000US24033801308,"Census Tract 8013.08, Prince George's, MD",1253,155,1225,154,28,35
14000US24033801309,"Census Tract 8013.09, Prince George's, MD",1363,150,1319,159,44,47
14000US24033801310,"Census Tract 8013.10, Prince George's, MD",2468,219,2468,219,0,19
14000US24033801311,"Census Tract 8013.11, Prince George's, MD",2593,157,2549,158,44,51
14000US24033801312,"Census Tract 8013.12, Prince George's, MD",1603,347,1475,345,128,109
14000US24033801313,"Census Tract 8013.13, Prince George's, MD",1084,122,941,128,143,73
14000US24033801404,"Census Tract 8014.04, Prince George's, MD",2804,240,1681,315,1123,269
14000US24033801405,"Census Tract 8014.05, Prince George's, MD",1575,206,858,187,717,174
14000US24033801406,"Census Tract 8014.06, Prince George's, MD",1505,225,812,216,693,151
14000US24033801407,"Census Tract 8014.07, Prince George's, MD",2496,381,2064,393,432,169
14000US24033801408,"Census Tract 8014.08, Prince George's, MD",1485,123,755,142,730,164
14000US24033801409,"Census Tract 8014.09, Prince George's, MD",1005,147,644,163,361,88
14000US24033801410,"Census Tract 8014.10, Prince George's, MD",1282,158,1108,164,174,95
14000US24033801411,"Census Tract 8014.11, Prince George's, MD",1057,107,952,127,105,76
14000US24033801500,"Census Tract 8015, Prince George's, MD",763,133,687,117,76,54
14000US24033801600,"Census Tract 8016, Prince George's, MD",1124,200,420,133,704,187
14000US24033801701,"Census Tract 8017.01, Prince George's, MD",1778,213,806,207,972,211
14000US24033801702,"Census Tract 8017.02, Prince George's, MD",1783,206,446,170,1337,228
14000US24033801704,"Census Tract 8017.04, Prince George's, MD",2344,421,491,162,1853,446
14000US24033801707,"Census Tract 8017.07, Prince George's, MD",2379,291,965,285,1414,300
14000US24033801709,"Census Tract 8017.09, Prince George's, MD",2121,217,1123,205,998,189
14000US24033801801,"Census Tract 8018.01, Prince George's, MD",858,86,294,89,564,92
14000US24033801802,"Census Tract 8018.02, Prince George's, MD",1810,224,895,249,915,213
14000US24033801807,"Census Tract 8018.07, Prince George's, MD",2070,382,969,329,1101,245
14000US24033801808,"Census Tract 8018.08, Prince George's, MD",1580,155,588,134,992,163
14000US24033801809,"Census Tract 8018.09, Prince George's, MD",1957,208,1145,197,812,183
14000US24033801901,"Census Tract 8019.01, Prince George's, MD",1657,190,1532,199,125,93
14000US24033801904,"Census Tract 8019.04, Prince George's, MD",1327,140,716,113,611,140
14000US24033801905,"Census Tract 8019.05, Prince George's, MD",3251,330,1366,301,1885,244
14000US24033801906,"Census Tract 8019.06, Prince George's, MD",786,120,400,101,386,66
14000US24033801907,"Census Tract 8019.07, Prince George's, MD",1839,263,769,136,1070,266
14000US24033801908,"Census Tract 8019.08, Prince George's, MD",1377,200,40,37,1337,194
14000US24033802001,"Census Tract 8020.01, Prince George's, MD",2165,160,557,174,1608,166
14000US24033802002,"Census Tract 8020.02, Prince George's, MD",1798,258,1419,276,379,122
14000US24033802103,"Census Tract 8021.03, Prince George's, MD",1063,113,908,134,155,73
14000US24033802104,"Census Tract 8021.04, Prince George's, MD",967,150,444,94,523,155
14000US24033802106,"Census Tract 8021.06, Prince George's, MD",1863,283,639,154,1224,238
14000US24033802107,"Census Tract 8021.07, Prince George's, MD",1621,226,329,111,1292,255
14000US24033802201,"Census Tract 8022.01, Prince George's, MD",2173,264,1972,286,201,106
14000US24033802203,"Census Tract 8022.03, Prince George's, MD",1719,318,1122,260,597,231
14000US24033802204,"Census Tract 8022.04, Prince George's, MD",1931,151,1741,208,190,132
14000US24033802301,"Census Tract 8023.01, Prince George's, MD",1119,196,1000,206,119,72
14000US24033802404,"Census Tract 8024.04, Prince George's, MD",1668,163,419,118,1249,156
14000US24033802405,"Census Tract 8024.05, Prince George's, MD",1606,217,495,110,1111,215
14000US24033802406,"Census Tract 8024.06, Prince George's, MD",945,142,396,129,549,103
14000US24033802407,"Census Tract 8024.07, Prince George's, MD",1992,333,288,91,1704,335
14000US24033802408,"Census Tract 8024.08, Prince George's, MD",1078,132,328,113,750,102
14000US24033802501,"Census Tract 8025.01, Prince George's, MD",1289,91,487,129,802,146
14000US24033802502,"Census Tract 8025.02, Prince George's, MD",944,125,850,128,94,49
14000US24033802600,"Census Tract 8026, Prince George's, MD",1290,167,1039,206,251,111
14000US24033802700,"Census Tract 8027, Prince George's, MD",925,247,572,149,353,152
14000US24033802803,"Census Tract 8028.03, Prince George's, MD",2371,307,1477,263,894,253
14000US24033802804,"Census Tract 8028.04, Prince George's, MD",1861,198,1307,246,554,179
14000US24033802805,"Census Tract 8028.05, Prince George's, MD",1862,235,1528,207,334,160
14000US24033802901,"Census Tract 8029.01, Prince George's, MD",1869,335,994,223,875,376
14000US24033803001,"Census Tract 8030.01, Prince George's, MD",1197,199,757,118,440,194
14000US24033803002,"Census Tract 8030.02, Prince George's, MD",1072,174,735,171,337,170
14000US24033803100,"Census Tract 8031, Prince George's, MD",1214,139,664,124,550,128
14000US24033803200,"Census Tract 8032, Prince George's, MD",1161,131,392,131,769,141
14000US24033803300,"Census Tract 8033, Prince George's, MD",1645,273,1129,135,516,295
14000US24033803403,"Census Tract 8034.03, Prince George's, MD",2273,263,1124,225,1149,283
14000US24033803508,"Census Tract 8035.08, Prince George's, MD",1211,147,576,108,635,154
14000US24033803509,"Census Tract 8035.09, Prince George's, MD",1411,190,393,120,1018,195
14000US24033803512,"Census Tract 8035.12, Prince George's, MD",2560,308,1722,215,838,266
14000US24033803513,"Census Tract 8035.13, Prince George's, MD",2389,447,1367,375,1022,351
14000US24033803514,"Census Tract 8035.14, Prince George's, MD",2779,219,1207,244,1572,279
14000US24033803516,"Census Tract 8035.16, Prince George's, MD",1609,119,1495,139,114,81
14000US24033803519,"Census Tract 8035.19, Prince George's, MD",2689,205,972,216,1717,288
14000US24033803520,"Census Tract 8035.20, Prince George's, MD",1588,378,1555,380,33,25
14000US24033803521,"Census Tract 8035.21, Prince George's, MD",2926,412,2592,441,334,143
14000US24033803524,"Census Tract 8035.24, Prince George's, MD",1739,234,1186,271,553,144
14000US24033803525,"Census Tract 8035.25, Prince George's, MD",984,116,158,75,826,125
14000US24033803526,"Census Tract 8035.26, Prince George's, MD",1392,152,1177,164,215,115
14000US24033803527,"Census Tract 8035.27, Prince George's, MD",1295,195,1103,141,192,156
14000US24033803528,"Census Tract 8035.28, Prince George's, MD",2619,156,2125,206,494,179
14000US24033803601,"Census Tract 8036.01, Prince George's, MD",1137,124,1089,119,48,53
14000US24033803602,"Census Tract 8036.02, Prince George's, MD",829,141,480,118,349,107
14000US24033803605,"Census Tract 8036.05, Prince George's, MD",2018,249,1604,226,414,189
14000US24033803606,"Census Tract 8036.06, Prince George's, MD",1427,129,1289,153,138,95
14000US24033803607,"Census Tract 8036.07, Prince George's, MD",1022,125,888,127,134,79
14000US24033803608,"Census Tract 8036.08, Prince George's, MD",1835,184,1321,171,514,164
14000US24033803610,"Census Tract 8036.10, Prince George's, MD",1093,196,677,121,416,191
14000US24033803612,"Census Tract 8036.12, Prince George's, MD",1524,150,339,102,1185,142
14000US24033803613,"Census Tract 8036.13, Prince George's, MD",2610,362,728,244,1882,264
14000US24033803700,"Census Tract 8037, Prince George's, MD",813,102,754,107,59,43
14000US24033803801,"Census Tract 8038.01, Prince George's, MD",687,89,633,94,54,33
14000US24033803803,"Census Tract 8038.03, Prince George's, MD",1724,208,1343,209,381,116
14000US24033803900,"Census Tract 8039, Prince George's, MD",1011,133,451,121,560,104
14000US24033804001,"Census Tract 8040.01, Prince George's, MD",2059,296,159,84,1900,300
14000US24033804002,"Census Tract 8040.02, Prince George's, MD",1205,183,518,138,687,173
14000US24033804101,"Census Tract 8041.01, Prince George's, MD",1072,179,584,165,488,124
14000US24033804102,"Census Tract 8041.02, Prince George's, MD",2273,387,1067,246,1206,367
14000US24033804200,"Census Tract 8042, Prince George's, MD",1205,249,1093,253,112,75
14000US24033804300,"Census Tract 8043, Prince George's, MD",1220,141,392,157,828,139
14000US24033804400,"Census Tract 8044, Prince George's, MD",921,109,694,122,227,60
14000US24033804600,"Census Tract 8046, Prince George's, MD",1270,210,786,138,484,140
14000US24033804700,"Census Tract 8047, Prince George's, MD",1483,317,894,190,589,295
14000US24033804801,"Census Tract 8048.01, Prince George's, MD",1382,223,6,18,1376,223
14000US24033804802,"Census Tract 8048.02, Prince George's, MD",1197,207,11,17,1186,210
14000US24033804900,"Census Tract 8049, Prince George's, MD",1485,154,437,131,1048,140
14000US24033805000,"Census Tract 8050, Prince George's, MD",2338,327,974,245,1364,302
14000US24033805101,"Census Tract 8051.01, Prince George's, MD",1241,256,396,123,845,239
14000US24033805201,"Census Tract 8052.01, Prince George's, MD",1375,224,478,136,897,238
14000US24033805202,"Census Tract 8052.02, Prince George's, MD",1149,140,327,110,822,146
14000US24033805500,"Census Tract 8055, Prince George's, MD",1156,177,504,72,652,194
14000US24033805601,"Census Tract 8056.01, Prince George's, MD",1709,304,76,61,1633,305
14000US24033805602,"Census Tract 8056.02, Prince George's, MD",1420,296,60,45,1360,301
14000US24033805700,"Census Tract 8057, Prince George's, MD",1773,153,706,153,1067,156
14000US24033805801,"Census Tract 8058.01, Prince George's, MD",988,146,817,138,171,84
14000US24033805802,"Census Tract 8058.02, Prince George's, MD",1228,166,896,158,332,116
14000US24033805904,"Census Tract 8059.04, Prince George's, MD",948,87,689,104,259,80
14000US24033805906,"Census Tract 8059.06, Prince George's, MD",1282,206,283,103,999,231
14000US24033805907,"Census Tract 8059.07, Prince George's, MD",1273,148,396,143,877,178
14000US24033805908,"Census Tract 8059.08, Prince George's, MD",1258,172,275,120,983,130
14000US24033805909,"Census Tract 8059.09, Prince George's, MD",1927,286,334,109,1593,260
14000US24033806000,"Census Tract 8060, Prince George's, MD",2281,308,973,248,1308,254
14000US24033806100,"Census Tract 8061, Prince George's, MD",1478,181,971,152,507,158
14000US24033806400,"Census Tract 8064, Prince George's, MD",1575,222,1117,180,458,146
14000US24033806501,"Census Tract 8065.01, Prince George's, MD",1609,184,587,138,1022,224
14000US24033806601,"Census Tract 8066.01, Prince George's, MD",1473,250,740,186,733,221
14000US24033806602,"Census Tract 8066.02, Prince George's, MD",1340,113,788,131,552,127
14000US24033806706,"Census Tract 8067.06, Prince George's, MD",1400,169,1074,158,326,107
14000US24033806708,"Census Tract 8067.08, Prince George's, MD",2277,316,1174,316,1103,173
14000US24033806710,"Census Tract 8067.10, Prince George's, MD",2130,316,1474,312,656,243
14000US24033806711,"Census Tract 8067.11, Prince George's, MD",1791,197,911,212,880,167
14000US24033806712,"Census Tract 8067.12, Prince George's, MD",1545,384,892,380,653,261
14000US24033806713,"Census Tract 8067.13, Prince George's, MD",1333,152,35,52,1298,151
14000US24033806714,"Census Tract 8067.14, Prince George's, MD",2074,239,405,114,1669,237
14000US24033806800,"Census Tract 8068, Prince George's, MD",1188,121,1052,119,136,64
14000US24033806900,"Census Tract 8069, Prince George's, MD",1505,178,1242,141,263,143
14000US24033807000,"Census Tract 8070, Prince George's, MD",3554,398,982,247,2572,425
14000US24033807102,"Census Tract 8071.02, Prince George's, MD",1112,150,805,124,307,94
14000US24033807301,"Census Tract 8073.01, Prince George's, MD",1404,174,326,77,1078,187
14000US24033807304,"Census Tract 8073.04, Prince George's, MD",644,98,540,88,104,77
14000US24033807305,"Census Tract 8073.05, Prince George's, MD",1148,198,693,153,455,189
14000US24033807404,"Census Tract 8074.04, Prince George's, MD",1681,191,1087,213,594,172
14000US24033807405,"Census Tract 8074.05, Prince George's, MD",2068,294,1147,189,921,236
14000US24033807407,"Census Tract 8074.07, Prince George's, MD",2251,255,1427,223,824,225
14000US24033807408,"Census Tract 8074.08, Prince George's, MD",2370,340,1928,349,442,153
14000US24033807409,"Census Tract 8074.09, Prince George's, MD",1097,129,349,78,748,115
14000US24033807410,"Census Tract 8074.10, Prince George's, MD",2381,262,994,224,1387,305
14000US24033807500,"Census Tract 8075, Prince George's, MD",2765,299,1570,310,1195,231
14000US24033980000,"Census Tract 9800, Prince George's, MD",1440,210,153,58,1287,210
14000US24035810100,"Census Tract 8101, Queen Anne's, MD",1105,128,1008,143,97,70
14000US24035810200,"Census Tract 8102, Queen Anne's, MD",1003,107,766,114,237,78
14000US24035810300,"Census Tract 8103, Queen Anne's, MD",2053,222,1803,222,250,87
14000US24035810400,"Census Tract 8104, Queen Anne's, MD",2215,239,1773,248,442,163
14000US24035810500,"Census Tract 8105, Queen Anne's, MD",1915,154,1492,168,423,118
14000US24035810600,"Census Tract 8106, Queen Anne's, MD",1897,150,1721,155,176,62
14000US24035810700,"Census Tract 8107, Queen Anne's, MD",1488,177,1167,167,321,131
14000US24035810800,"Census Tract 8108, Queen Anne's, MD",2540,301,1880,280,660,211
14000US24035810901,"Census Tract 8109.01, Queen Anne's, MD",2415,246,2007,188,408,169
14000US24035810902,"Census Tract 8109.02, Queen Anne's, MD",1130,92,1013,105,117,66
14000US24035811000,"Census Tract 8110, Queen Anne's, MD",1876,185,1342,168,534,135
14000US24035990000,"Census Tract 9900, Queen Anne's, MD",0,14,0,14,0,14
14000US24035990100,"Census Tract 9901, Queen Anne's, MD",0,14,0,14,0,14
14000US24035990200,"Census Tract 9902, Queen Anne's, MD",0,14,0,14,0,14
14000US24037875000,"Census Tract 8750, St. Mary's, MD",2055,243,1945,259,110,75
14000US24037875100,"Census Tract 8751, St. Mary's, MD",1734,220,1488,217,246,132
14000US24037875201,"Census Tract 8752.01, St. Mary's, MD",2053,167,1931,149,122,89
14000US24037875202,"Census Tract 8752.02, St. Mary's, MD",2038,297,1951,309,87,77
14000US24037875300,"Census Tract 8753, St. Mary's, MD",1335,152,1170,163,165,94
14000US24037875400,"Census Tract 8754, St. Mary's, MD",2643,317,2036,263,607,209
14000US24037875501,"Census Tract 8755.01, St. Mary's, MD",2619,261,2146,240,473,164
14000US24037875502,"Census Tract 8755.02, St. Mary's, MD",1520,228,1056,180,464,248
14000US24037875601,"Census Tract 8756.01, St. Mary's, MD",716,75,560,86,156,73
14000US24037875602,"Census Tract 8756.02, St. Mary's, MD",2815,299,1694,236,1121,266
14000US24037875700,"Census Tract 8757, St. Mary's, MD",2347,308,2098,274,249,162
14000US24037875803,"Census Tract 8758.03, St. Mary's, MD",2072,195,1358,181,714,170
14000US24037875903,"Census Tract 8759.03, St. Mary's, MD",1382,332,665,134,717,348
14000US24037875904,"Census Tract 8759.04, St. Mary's, MD",2318,343,1017,261,1301,325
14000US24037875905,"Census Tract 8759.05, St. Mary's, MD",970,174,703,135,267,132
14000US24037875906,"Census Tract 8759.06, St. Mary's, MD",2014,186,876,181,1138,255
14000US24037876001,"Census Tract 8760.01, St. Mary's, MD",2356,274,1031,225,1325,296
14000US24037876003,"Census Tract 8760.03, St. Mary's, MD",1131,227,1069,227,62,73
14000US24037876004,"Census Tract 8760.04, St. Mary's, MD",2626,244,1330,173,1296,250
14000US24037876101,"Census Tract 8761.01, St. Mary's, MD",1632,168,1411,166,221,105
14000US24037876102,"Census Tract 8761.02, St. Mary's, MD",1103,205,885,222,218,127
14000US24037876200,"Census Tract 8762, St. Mary's, MD",2264,295,1905,300,359,167
14000US24037990000,"Census Tract 9900, St. Mary's, MD",0,14,0,14,0,14
14000US24039930101,"Census Tract 9301.01, Somerset, MD",2104,270,639,171,1465,281
14000US24039930102,"Census Tract 9301.02, Somerset, MD",1691,197,1424,181,267,122
14000US24039930200,"Census Tract 9302, Somerset, MD",715,120,607,102,108,62
14000US24039930500,"Census Tract 9305, Somerset, MD",1606,182,1470,184,136,60
14000US24039930600,"Census Tract 9306, Somerset, MD",1178,173,639,102,539,147
14000US24039930800,"Census Tract 9308, Somerset, MD",1002,175,931,177,71,45
14000US24039990100,"Census Tract 9901, Somerset, MD",0,14,0,14,0,14
14000US24041960100,"Census Tract 9601, Talbot, MD",1400,129,1101,138,299,117
14000US24041960201,"Census Tract 9602.01, Talbot, MD",1870,251,1535,243,335,118
14000US24041960300,"Census Tract 9603, Talbot, MD",1689,183,738,166,951,201
14000US24041960400,"Census Tract 9604, Talbot, MD",2475,237,1125,220,1350,273
14000US24041960501,"Census Tract 9605.01, Talbot, MD",1843,154,1570,151,273,89
14000US24041960502,"Census Tract 9605.02, Talbot, MD",1690,229,1347,225,343,97
14000US24041960600,"Census Tract 9606, Talbot, MD",809,92,736,90,73,34
14000US24041960700,"Census Tract 9607, Talbot, MD",1801,210,1455,187,346,105
14000US24041960800,"Census Tract 9608, Talbot, MD",919,146,848,145,71,59
14000US24041960900,"Census Tract 9609, Talbot, MD",1715,166,1329,154,386,118
14000US24041990000,"Census Tract 9900, Talbot, MD",0,14,0,14,0,14
14000US24043000100,"Census Tract 1, Washington, MD",1787,223,1106,185,681,172
14000US24043000200,"Census Tract 2, Washington, MD",1731,188,1360,174,371,114
14000US24043000301,"Census Tract 3.01, Washington, MD",1437,171,868,139,569,181
14000US24043000302,"Census Tract 3.02, Washington, MD",878,150,363,127,515,143
14000US24043000400,"Census Tract 4, Washington, MD",977,139,139,65,838,144
14000US24043000500,"Census Tract 5, Washington, MD",2658,276,815,142,1843,296
14000US24043000601,"Census Tract 6.01, Washington, MD",1015,146,303,80,712,146
14000US24043000602,"Census Tract 6.02, Washington, MD",1647,210,1003,146,644,197
14000US24043000700,"Census Tract 7, Washington, MD",1448,188,406,144,1042,186
14000US24043000800,"Census Tract 8, Washington, MD",1749,224,598,137,1151,214
14000US24043000900,"Census Tract 9, Washington, MD",1349,255,492,186,857,234
14000US24043001001,"Census Tract 10.01, Washington, MD",1878,239,1050,184,828,229
14000US24043001002,"Census Tract 10.02, Washington, MD",1506,126,1186,137,320,80
14000US24043010100,"Census Tract 101, Washington, MD",431,72,384,77,47,34
14000US24043010200,"Census Tract 102, Washington, MD",1897,237,1731,243,166,70
14000US24043010300,"Census Tract 103, Washington, MD",2898,331,2456,324,442,191
14000US24043010401,"Census Tract 104.01, Washington, MD",1818,187,1226,201,592,212
14000US24043010402,"Census Tract 104.02, Washington, MD",2250,348,1864,390,386,182
14000US24043010600,"Census Tract 106, Washington, MD",1903,203,1652,208,251,88
14000US24043010700,"Census Tract 107, Washington, MD",1536,186,1112,146,424,117
14000US24043010802,"Census Tract 108.02, Washington, MD",1153,139,735,135,418,117
14000US24043010803,"Census Tract 108.03, Washington, MD",1717,205,943,127,774,187
14000US24043010901,"Census Tract 109.01, Washington, MD",2397,395,1973,281,424,282
14000US24043010902,"Census Tract 109.02, Washington, MD",1117,155,972,172,145,103
14000US24043011000,"Census Tract 110, Washington, MD",0,14,0,14,0,14
14000US24043011100,"Census Tract 111, Washington, MD",2910,324,1862,295,1048,266
14000US24043011202,"Census Tract 112.02, Washington, MD",1687,241,846,154,841,188
14000US24043011203,"Census Tract 112.03, Washington, MD",1876,204,853,198,1023,191
14000US24043011204,"Census Tract 112.04, Washington, MD",1596,227,1058,199,538,160
14000US24043011301,"Census Tract 113.01, Washington, MD",1945,229,1493,242,452,115
14000US24043011302,"Census Tract 113.02, Washington, MD",1416,171,1255,167,161,74
14000US24043011400,"Census Tract 114, Washington, MD",2616,236,1959,273,657,209
14000US24043011501,"Census Tract 115.01, Washington, MD",1610,217,1360,163,250,161
14000US24043011502,"Census Tract 115.02, Washington, MD",1310,197,1089,212,221,100
14000US24043011600,"Census Tract 116, Washington, MD",1152,148,961,132,191,80
14000US24043011700,"Census Tract 117, Washington, MD",2116,323,1672,322,444,158
14000US24045000100,"Census Tract 1, Wicomico, MD",2072,314,683,219,1389,325
14000US24045000200,"Census Tract 2, Wicomico, MD",761,113,288,73,473,96
14000US24045000300,"Census Tract 3, Wicomico, MD",499,162,15,17,484,164
14000US24045000400,"Census Tract 4, Wicomico, MD",1531,226,511,97,1020,212
14000US24045000500,"Census Tract 5, Wicomico, MD",873,189,332,126,541,170
14000US24045010101,"Census Tract 101.01, Wicomico, MD",2729,263,1293,219,1436,247
14000US24045010102,"Census Tract 101.02, Wicomico, MD",1362,161,875,159,487,118
14000US24045010200,"Census Tract 102, Wicomico, MD",2432,297,981,279,1451,339
14000US24045010300,"Census Tract 103, Wicomico, MD",3241,239,2444,245,797,253
14000US24045010400,"Census Tract 104, Wicomico, MD",2432,353,1630,312,802,247
14000US24045010501,"Census Tract 105.01, Wicomico, MD",1878,207,1501,213,377,161
14000US24045010503,"Census Tract 105.03, Wicomico, MD",1448,219,80,61,1368,219
14000US24045010504,"Census Tract 105.04, Wicomico, MD",2150,299,663,167,1487,308
14000US24045010603,"Census Tract 106.03, Wicomico, MD",3744,331,2024,248,1720,285
14000US24045010604,"Census Tract 106.04, Wicomico, MD",2228,259,1718,259,510,118
14000US24045010605,"Census Tract 106.05, Wicomico, MD",1474,172,1413,169,61,51
14000US24045010606,"Census Tract 106.06, Wicomico, MD",1620,165,1476,165,144,75
14000US24045010701,"Census Tract 107.01, Wicomico, MD",1637,169,1386,154,251,111
14000US24045010703,"Census Tract 107.03, Wicomico, MD",1820,262,1426,249,394,173
14000US24045010704,"Census Tract 107.04, Wicomico, MD",1702,225,1369,226,333,138
14000US24045010800,"Census Tract 108, Wicomico, MD",2401,356,2186,343,215,147
14000US24047950000,"Census Tract 9500, Worcester, MD",936,148,455,101,481,143
14000US24047950100,"Census Tract 9501, Worcester, MD",1199,193,956,180,243,123
14000US24047950300,"Census Tract 9503, Worcester, MD",1875,256,1569,240,306,124
14000US24047950400,"Census Tract 9504, Worcester, MD",1383,227,1005,130,378,210
14000US24047950600,"Census Tract 9506, Worcester, MD",1321,175,1172,189,149,75
14000US24047950700,"Census Tract 9507, Worcester, MD",1185,180,978,167,207,85
14000US24047950800,"Census Tract 9508, Worcester, MD",2322,275,1974,297,348,166
14000US24047950900,"Census Tract 9509, Worcester, MD",910,118,729,102,181,88
14000US24047951000,"Census Tract 9510, Worcester, MD",1858,190,1031,163,827,178
14000US24047951101,"Census Tract 9511.01, Worcester, MD",1586,231,1452,236,134,64
14000US24047951102,"Census Tract 9511.02, Worcester, MD",1692,209,1536,211,156,107
14000US24047951200,"Census Tract 9512, Worcester, MD",1362,205,1094,207,268,141
14000US24047951300,"Census Tract 9513, Worcester, MD",1052,141,672,129,380,90
14000US24047951400,"Census Tract 9514, Worcester, MD",1252,156,1003,130,249,136
14000US24047951500,"Census Tract 9515, Worcester, MD",2112,224,1263,215,849,278
14000US24047951700,"Census Tract 9517, Worcester, MD",1782,266,1397,241,385,135
14000US24047980000,"Census Tract 9800, Worcester, MD",0,14,0,14,0,14
14000US24047990000,"Census Tract 9900, Worcester, MD",0,14,0,14,0,14
14000US24510010100,"Census Tract 101, Baltimore, MD",1479,218,1216,210,263,83
14000US24510010200,"Census Tract 102, Baltimore, MD",1354,130,1024,117,330,117
14000US24510010300,"Census Tract 103, Baltimore, MD",965,167,680,171,285,98
14000US24510010400,"Census Tract 104, Baltimore, MD",1573,210,1039,229,534,125
14000US24510010500,"Census Tract 105, Baltimore, MD",868,98,454,87,414,107
14000US24510020100,"Census Tract 201, Baltimore, MD",885,104,467,95,418,80
14000US24510020200,"Census Tract 202, Baltimore, MD",783,105,328,87,455,100
14000US24510020300,"Census Tract 203, Baltimore, MD",2403,355,611,139,1792,332
14000US24510030100,"Census Tract 301, Baltimore, MD",825,213,136,71,689,191
14000US24510030200,"Census Tract 302, Baltimore, MD",1459,236,620,199,839,204
14000US24510040100,"Census Tract 401, Baltimore, MD",4852,450,227,138,4625,468
14000US24510040200,"Census Tract 402, Baltimore, MD",463,102,13,20,450,99
14000US24510060100,"Census Tract 601, Baltimore, MD",1147,290,847,170,300,267
14000US24510060200,"Census Tract 602, Baltimore, MD",1066,178,528,140,538,180
14000US24510060300,"Census Tract 603, Baltimore, MD",696,113,397,77,299,88
14000US24510060400,"Census Tract 604, Baltimore, MD",919,131,306,72,613,144
14000US24510070100,"Census Tract 701, Baltimore, MD",724,151,330,129,394,142
14000US24510070200,"Census Tract 702, Baltimore, MD",1029,159,486,151,543,140
14000US24510070300,"Census Tract 703, Baltimore, MD",346,87,171,49,175,77
14000US24510070400,"Census Tract 704, Baltimore, MD",730,146,73,51,657,150
14000US24510080101,"Census Tract 801.01, Baltimore, MD",1470,206,917,205,553,183
14000US24510080102,"Census Tract 801.02, Baltimore, MD",619,131,264,82,355,127
14000US24510080200,"Census Tract 802, Baltimore, MD",394,69,222,78,172,60
14000US24510080301,"Census Tract 803.01, Baltimore, MD",701,140,261,83,440,114
14000US24510080302,"Census Tract 803.02, Baltimore, MD",1006,144,554,178,452,159
14000US24510080400,"Census Tract 804, Baltimore, MD",408,93,117,62,291,108
14000US24510080500,"Census Tract 805, Baltimore, MD",540,132,249,100,291,96
14000US24510080600,"Census Tract 806, Baltimore, MD",609,89,220,76,389,93
14000US24510080700,"Census Tract 807, Baltimore, MD",330,63,145,45,185,64
14000US24510080800,"Census Tract 808, Baltimore, MD",778,191,270,91,508,207
14000US24510090100,"Census Tract 901, Baltimore, MD",1663,198,907,181,756,154
14000US24510090200,"Census Tract 902, Baltimore, MD",1368,185,1227,184,141,87
14000US24510090300,"Census Tract 903, Baltimore, MD",2095,391,1061,140,1034,388
14000US24510090400,"Census Tract 904, Baltimore, MD",639,127,200,64,439,114
14000US24510090500,"Census Tract 905, Baltimore, MD",575,73,296,72,279,85
14000US24510090600,"Census Tract 906, Baltimore, MD",858,147,339,82,519,159
14000US24510090700,"Census Tract 907, Baltimore, MD",922,201,452,165,470,187
14000US24510090800,"Census Tract 908, Baltimore, MD",828,176,383,133,445,195
14000US24510090900,"Census Tract 909, Baltimore, MD",946,159,219,97,727,158
14000US24510100100,"Census Tract 1001, Baltimore, MD",705,129,276,72,429,118
14000US24510100200,"Census Tract 1002, Baltimore, MD",1132,189,84,43,1048,194
14000US24510100300,"Census Tract 1003, Baltimore, MD",0,14,0,14,0,14
14000US24510110100,"Census Tract 1101, Baltimore, MD",1905,303,241,104,1664,306
14000US24510110200,"Census Tract 1102, Baltimore, MD",4268,535,654,163,3614,571
14000US24510120100,"Census Tract 1201, Baltimore, MD",2278,362,1089,173,1189,365
14000US24510120201,"Census Tract 1202.01, Baltimore, MD",872,117,476,71,396,117
14000US24510120202,"Census Tract 1202.02, Baltimore, MD",1539,257,300,129,1239,269
14000US24510120300,"Census Tract 1203, Baltimore, MD",1463,181,682,146,781,204
14000US24510120400,"Census Tract 1204, Baltimore, MD",769,87,257,68,512,84
14000US24510120500,"Census Tract 1205, Baltimore, MD",1312,200,502,123,810,161
14000US24510120600,"Census Tract 1206, Baltimore, MD",1597,189,204,67,1393,216
14000US24510120700,"Census Tract 1207, Baltimore, MD",1077,129,556,106,521,154
14000US24510130100,"Census Tract 1301, Baltimore, MD",1650,292,280,147,1370,299
14000US24510130200,"Census Tract 1302, Baltimore, MD",1153,213,516,135,637,193
14000US24510130300,"Census Tract 1303, Baltimore, MD",862,99,295,74,567,106
14000US24510130400,"Census Tract 1304, Baltimore, MD",823,115,338,90,485,109
14000US24510130600,"Census Tract 1306, Baltimore, MD",1874,233,1173,211,701,162
14000US24510130700,"Census Tract 1307, Baltimore, MD",2523,254,1332,213,1191,235
